map_name,map_desc,lat,long
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga",-6.155905,106.908597
Asian | indonesia | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bubur-pedo-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bubur Pedo",-6.155905,106.908597
Asian | indonesia | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/lumpia-sulawesi-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Lumpia Sulawesi",-6.155905,106.908597
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga Resto",-6.155894,106.908589
Asian | bakso | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakso-akiaw-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Akiaw",-6.155894,106.908589
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/yen-pao-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yen Pao",-6.155894,106.908589
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/sushi-tei-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Tei",-6.155894,106.908589
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/ippeke-komachi-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Ippeke Komachi",-6.155894,106.908589
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.155803,106.908594
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/sushi-tengoku-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Tengoku",-6.15525,106.9085833
Asian | bakso | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakso-medan-99-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Medan 99",-6.154171057,106.9092803
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/sushi-box-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Box",-6.153705,106.895725
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakpau-a-satu-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakpau A Satu",-6.151840644,106.8889797
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-grand-kelinci-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Grand Kelinci",-6.151719444,106.8905806
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/poppao-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Poppao",-6.151369,106.891525
Asian | chinese | cost-2 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/angke-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Angke",-6.151369,106.891525
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/din-tai-fung-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Din Tai Fung",-6.151369,106.891525
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/yi-pin-fu-rong-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yi Pin Fu Rong",-6.151369,106.891525
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.151342,106.891471
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakpao-lompobattang-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakpao Lompobattang",-6.148658333,106.9096
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/get-me-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Get Me",-6.146477778,106.8919056
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakpau-a-satu-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakpau A Satu",-6.146477778,106.8919528
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/poppao-2-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Poppao",-6.145961111,106.8915417
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/banzai-sushi-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Banzai Sushi",-6.145847222,106.8923028
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/shrimp-chick-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Shrimp & Chick",-6.145452778,106.8922417
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-grand-kelinci-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Grand Kelinci",-6.145397222,106.8923944
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/mie-ayam-gondangdia-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Ayam Gondangdia",-6.145397222,106.8923944
Asian | bakmi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga Resto",-6.145397222,106.8923944
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/hashi-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hashi",-6.145397222,106.8923944
Asian | sushi | cost-2 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/kin-no-taki-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kin No Taki",-6.145397222,106.8923944
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/mie-ayam-cemara-koja?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Ayam Cemara",-6.116138889,106.9152528
Asian | bakso | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/baso-kramat-jati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso",-6.271,106.868
Asian | chinese | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/mpekmoy-lejar-kramat-jati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mpekmoy Lejar",-6.270833333,106.8683333
Asian | bakso | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/baso-malang-karapitan-express-cililitan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso Malang Karapitan Express",-6.262919444,106.8654778
Asian | bakso | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/bakso-raket-cililitan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Raket",-6.262333333,106.8653333
Asian | bakmi | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-cawang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga Resto",-6.244331,106.861319
Asian | bakmi | cost-1 | Kota Jakarta Timur,"<a href=""https://www.zomato.com/jakarta/hot-cwie-mie-malang-pondok-gede?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hot Cwie Mie Malang",-6.252530556,106.9092333
Asian | sushi | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blowfish-gatot-subroto?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blowfish",-6.235837,106.823275
Asian | indonesia | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/huize-van-wely-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Huize Van Wely",-6.264478,106.816501
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/shy-rooftop-kemang-1-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Rooftop",-6.264478,106.816501
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/dining-room-1-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dining Room",-6.264478,106.816501
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/monkey-sushi-1-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Monkey Sushi",-6.257925,106.813502
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/mie-ayam-bloon-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Ayam Blo'on",-6.257833333,106.8135
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/monkey-sushi-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Monkey Sushi",-6.257833333,106.8135
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/dimsum-festival-1-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dimsum Festival",-6.257686111,106.8144306
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/dimsum-festival-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dimsum Festival",-6.257666667,106.8143333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/dimsum-festival-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dimsum Festival",-6.257666667,106.8143333
Asian | indonesia | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sperta-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sperta - Grand Kemang Hotel",-6.256166667,106.8113333
Asian | indonesia | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sparca-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sparca - Grand Kemang Hotel",-6.256,106.8113333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/common-people-eatery-bar-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Common People Eatery & Bar",-6.255644,106.808678
Asian | indonesia | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/stanford-arms-grand-kemang-hotel-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Stanford Arms - Grand Kemang Hotel",-6.2555,106.8106667
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/shabu-nobu-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Shabu Nobu",-6.255166667,106.8103333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tonk-bar-kemang?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tonk Bar",-6.252763,106.813459
Asian | indonesia | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/long-iram-resto-cafe-pancoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Long Iram Resto & Cafe - Hotel Cipta",-6.249430556,106.8317722
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-usual-jkt-gatot-subroto?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Usual Jkt",-6.235113,106.823465
Asian | bakso | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/sate-ayam-ambal-bakso-tenis-manggarai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sate Ayam Ambal & Bakso Tenis",-6.205808333,106.8456639
Asian | indonesia | cost-2 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/lavenue-the-hermitage-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> L'Avenue - The Hermitage",-6.19822,106.838047
Asian | sushi | cost-2 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/yakoya-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yakoya",-6.197937,106.824843
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/yen-pao-3-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yen Pao",-6.197861111,106.8231111
Asian | indonesia | cost-2 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/double-bay-lounge-bar-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Double Bay Lounge & Bar",-6.197233333,106.8289806
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bebek-bengil-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bebek Bengil",-6.195947222,106.8245694
Asian | indonesia | cost-2 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/SkyPoolBarCafe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sky Pool Bar Cafe - Hotel Indonesia Kempinski",-6.195459,106.822238
Asian | indonesia | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/LobbyNirwanaLounge?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Lobby Nirwana Lounge - Hotel Indonesia Kempinski",-6.195277778,106.8221361
Asian | bakso | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/saboga-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Saboga",-6.194777778,106.8207556
Asian | chinese | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/grand-cafe-grand-hyatt-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Grand Cafe - Grand Hyatt",-6.194333333,106.8228333
Asian | indonesia | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/grand-cafe-grand-hyatt-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Grand Cafe - Grand Hyatt",-6.194333333,106.8228333
Asian | sushi | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/mikura-sushi-sake-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mikura Sushi & Sake",-6.19327,106.821978
Asian | indonesia | cost-4 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/oasis-heritage-restaurant-cikini?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Oasis Heritage Restaurant",-6.193072222,106.8412389
Asian | chinese | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/sana-sini-restaurant-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sana Sini Restaurant - Pullman Jakarta Indonesia",-6.193008333,106.8230222
Asian | indonesia | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/sana-sini-restaurant-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sana Sini Restaurant - Pullman Jakarta Indonesia",-6.193008333,106.8230222
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/paramount-cantonese-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Paramount Cantonese",-6.192922222,106.8355472
Asian | sushi | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/enmaru-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Enmaru",-6.192836111,106.8222361
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/paradise-inn-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Paradise Inn",-6.192833333,106.8215
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/queen-s-tandoor-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Queen's Tandoor",-6.19235,106.8232278
Asian | indonesia | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/keraton-lounge-keraton-at-the-plaza-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Keraton Lounge - Keraton at the Plaza",-6.192194444,106.8218306
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/imperial-treasure-la-mian-xiao-long-bao-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Imperial Treasure La Mian Xiao Long Bao",-6.192166667,106.8225
Asian | sushi | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/shabu-shabu-house-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Shabu Shabu House",-6.192166667,106.8225
Asian | sushi | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/sushi-nobu-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Nobu",-6.192166667,106.8225
Asian | indonesia | cost-4 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bengawan-keraton-at-the-plaza-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bengawan - Keraton at the Plaza",-6.192119444,106.8220528
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/restoran-trio-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Restoran Trio",-6.191861111,106.8359528
Asian | indonesia | cost-2 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/tugu-kunstkring-paleis-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tugu Kunstkring Paleis",-6.189161,106.8335045
Asian | bakmi | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-1-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.188536111,106.8241667
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/siomay-bandung-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Siomay Bandung",-6.187847,106.829825
Asian | sushi | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/toriageru-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Toriageru",-6.187779,106.823684
Asian | indonesia | cost-2 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bel-piatto-the-akmani-hotel-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bel Piatto - The Akmani Hotel",-6.187425,106.825473
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/rendezvous-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Rendezvous",-6.187280556,106.8327556
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/djakarta-cafe-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Djakarta Cafe",-6.185663889,106.8257222
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/restoran-fiesta-sari-pan-pacific-hotel-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Restoran Fiesta - Sari Pan Pacific Hotel",-6.18559,106.823869
Asian | sushi | cost-3 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/keyaki-sari-pan-pacific-hotel-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Keyaki - Sari Pan Pacific Hotel",-6.18559,106.823869
Asian | bakso | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bakwan-malang-goyang-lidah-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakwan Malang Goyang Lidah",-6.18465,106.82415
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/es-kelapa-muda-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Es Kelapa Muda",-6.184622222,106.8237139
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bubur-ayam-cianjur-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bubur Ayam Cianjur",-6.184622222,106.8237139
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/rm-spakat-padang-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> RM Spakat Padang",-6.184516667,106.8241056
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/gado-gado-lontong-siodoytea-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gado Gado Lontong Siodoytea",-6.184502778,106.8249444
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/es-cendol-bandung-elizabeth-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Es Cendol Bandung Elizabeth",-6.184472222,106.8250361
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/soto-madura-rawon-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Soto Madura Rawon",-6.184455556,106.8237444
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/soto-madura-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Soto Madura",-6.184441667,106.8243417
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/sate-kampung-lima-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sate Kampung Lima",-6.184427778,106.8245389
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/donat-kentang-my-friends-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Donat Kentang My Friends",-6.184416667,106.8249194
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/soto-betawi-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Soto Betawi",-6.1844,106.8239361
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/gorengan-siomay-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gorengan Siomay",-6.184341667,106.823875
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/soto-mie-dan-bubur-ayam-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Soto Mie dan Bubur Ayam",-6.184291667,106.8240972
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/es-kelapa-durian-dan-bakso-sosis-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Es Kelapa Durian dan Bakso Sosis",-6.184244444,106.8238917
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/gado-gado-dan-ketoprak-thamrin?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Gado Gado dan Ketoprak",-6.184116667,106.8241278
Asian | bakso | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/hot-pot-garden-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hot Pot Garden",-6.183636111,106.8251806
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/shanghai-blue-1920-menteng?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Shanghai Blue 1920",-6.183341667,106.8252194
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/king-chef-mangga-dua?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> King Chef",-6.139488889,106.8320389
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/sumibian-1-mangga-dua?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sumibian",-6.139,106.8316667
Asian | indonesia | cost-2 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/the-square-hotel-novotel-mangga-dua-gunung-sahari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Square - Hotel Novotel Mangga Dua",-6.138222222,106.8317194
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/sense-mangga-dua?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sense",-6.137936,106.831537
