map_name,map_desc,lat,long
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sriwijaya-the-dharmawangsa-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sriwijaya - The Dharmawangsa",-6.254333,106.805522
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/tombo-ngelih-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Tombo Ngelih",-6.253077,106.8000689
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/takemori-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Takemori",-6.253,106.8015
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-nobu-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Nobu",-6.253,106.8015
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/poke-sushi-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Poke Sushi",-6.252833333,106.8011667
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/dimsum-pertok-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dimsum Pertok",-6.25,106.7998333
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/andrue-s-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Andrue's",-6.249230556,106.7918556
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/andrue-s-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Andrue's",-6.249230556,106.7918556
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hot-pot-garden-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hot Pot Garden",-6.248166667,106.7975
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/mie-ceker-bandung-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Ceker Bandung",-6.2475,106.7953333
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.246175,106.8032917
Asian | sushi | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kira-kira-ginza-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kira - Kira Ginza",-6.245166667,106.8003333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/beranda-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Beranda",-6.245136,106.791906
Asian | sushi | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kaihomaru-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kaihomaru",-6.244666667,106.7996667
Asian | sushi | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/aoki-japanese-cuisine-hotel-gran-mahakam-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Aoki Japanese Cuisine - Hotel Gran Mahakam",-6.244666667,106.7963333
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/honoka-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Honoka",-6.244662,106.798355
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-point-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Point",-6.244522222,106.8029639
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/marufuku-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Marufuku",-6.2445,106.7993333
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/baso-malang-karapitan-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso Malang Karapitan",-6.244383333,106.8010167
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/baso-malang-karapitan-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso Malang Karapitan",-6.244333333,106.7978333
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/plataran-dharmawangsa-dharmawangsa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Plataran Dharmawangsa",-6.244333333,106.7958333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/le-gran-cafe-hotel-gran-mahakam-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Le Gran Cafe - Hotel Gran Mahakam",-6.244333333,106.7958333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/beyondbar-melawai?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Beyondbar",-6.244333333,106.8035
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-permata-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Permata",-6.244302778,106.7963778
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/wanna-b-cafe-resto-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Wanna B Cafe & Resto",-6.244116667,106.7917778
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/devine-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Devine",-6.241166667,106.7913333
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/blue-jasmine-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Blue Jasmine",-6.241133333,106.7892917
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/siomay-menteng-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Siomay Menteng",-6.240833333,106.7906667
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/siomay-hokie-tiban-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Siomay Hokie Tiban",-6.240183333,106.8117667
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/fatboy-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fatboy",-6.24005,106.8125083
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/ketan-pasar-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Ketan Pasar",-6.239905556,106.8117611
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/miechino-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Miechino",-6.2398,106.8121639
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/miechino-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Miechino",-6.2398,106.8121639
Asian | indonesia | cost-11; | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/namaaz-dining-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Namaaz Dining",-6.238488889,106.8068917
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-pendi-kerinci-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Pendi Kerinci",-6.238066395,106.7884465
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-pendi-kerinci-blok-m?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Pendi Kerinci",-6.238066395,106.7884465
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/soto-betawi-bang-benz-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Soto Betawi Bang Benz",-6.236833333,106.8155
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakso-somay-pak-joni-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso & Somay Pak Joni",-6.236686111,106.8153694
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/dimsum-corner-354-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Dimsum Corner 354",-6.236686111,106.8153694
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bistronomy-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bistronomy",-6.235877778,106.8111333
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/the-cubbyhole-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Cubbyhole",-6.23132422,106.8092869
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/yellow-fin-senopati?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yellowfin",-6.230833333,106.8078333
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/zhuma-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Zhuma",-6.228,106.8078333
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kinokawa-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kinokawa",-6.226263,106.807079
Asian | sushi | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hougetsu-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hougetsu",-6.226166667,106.804
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/teritorri-express-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Teritorri Express",-6.226061,106.806496
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/odysseia-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Odysseia",-6.225833333,106.8095
Asian | indonesia | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/huize-van-wely-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Huize van Wely",-6.225666667,106.8091667
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kiyadon-sushi-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kiyadon Sushi",-6.225666667,106.8091667
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/takigawa-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Takigawa",-6.2255,106.8088333
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/din-tai-fung-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Din Tai Fung",-6.225333333,106.8091667
Asian | sushi | cost-3 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sakura-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sakura Japanese Restaurant",-6.225028,106.805991
Asian | chinese | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pacific-restaurant-and-lounge-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pacific Restaurant and Lounge - The Ritz Carlton Pacific Place",-6.224277,106.809626
Asian | indonesia | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/pacific-restaurant-and-lounge-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Pacific Restaurant and Lounge - The Ritz Carlton Pacific Place",-6.224277,106.809626
Asian | indonesia | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/8-lounge-the-ritz-carlton-pacific-place-scbd?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> 8 Lounge - The Ritz Carlton Pacific Place",-6.224277,106.809626
Asian | chinese | cost-4 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/asia-the-ritz-carlton-mega-kuningan-kuningan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Asia - The Ritz Carlton Mega Kuningan",-6.223854,106.809533
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-sudirman?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga",-6.223833333,106.8096667
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-lebak-bulus?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga Resto",-6.287833333,106.7761667
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-kiosk-lebak-bulus?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi! Kiosk",-6.287833333,106.7765
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/de-hooi-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> De Hooi",-6.2865,106.7808333
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/zushioda-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Zushioda",-6.2675,106.7748333
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.266333333,106.783
Asian | sushi | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/teritorri-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Teritorri",-6.266333333,106.7848333
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-tei-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Tei",-6.266333333,106.7848333
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/baso-moncrot-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso Moncrot",-6.266,106.7751667
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/takigawa-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Takigawa",-6.265416667,106.782775
Asian | sushi | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/kin-no-taki-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Kin No Taki",-6.265325,106.7842333
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/din-tai-fung-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Din Tai Fung",-6.265266667,106.7830278
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-1-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.265072222,106.7839972
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hanei-sushi-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hanei Sushi",-6.265072222,106.7839972
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/paolicious-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Paolicious",-6.264819,106.784057
Asian | sushi | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/hanei-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hanei",-6.264819,106.784057
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-boy-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> SUSHI BOY",-6.262888889,106.7845917
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/cwie-mie-cwina-1-bintaro?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cwie Mie Cwina",-6.261883,106.776107
Asian | sushi | cost-2 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/yakoya-pondok-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yakoya",-6.256813889,106.7816
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-tei-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Tei",-6.245833333,106.7838333
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/baso-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso",-6.244666667,106.7833333
Asian | chinese | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/fook-yew-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Fook Yew",-6.244209,106.783329
Asian | indonesia | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bebek-bengil-gandaria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bebek Bengil",-6.241863889,106.7827833
Asian | bakso | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakso-lapangan-tembak-senayan-kebayoran-lama?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Lapangan Tembak Senayan",-6.221333333,106.784
Asian | sushi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/sushi-nobu-kebayoran-lama?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Nobu",-6.221276,106.783936
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-permata-kebayoran-lama?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Permata",-6.221166667,106.7878333
Asian | bakmi | cost-1 | Kota Jakarta Selatan,"<a href=""https://www.zomato.com/jakarta/bakmi-dki-kebon-jeruk?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi DKI",-6.206711111,106.7832111
Asian | bakmi | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga",-6.166153,106.87397
Asian | bakmi | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/mie-ayam-jamur-tip-top-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Ayam Jamur Tip Top",-6.166153,106.87397
Asian | chinese | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/siomay-menteng-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Siomay Menteng",-6.166153,106.87397
Asian | bakso | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bakso-lapangan-tembak-senayan-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Lapangan Tembak Senayan",-6.164688,106.877479
Asian | bakso | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/bakso-sido-mampir-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Sido Mampir",-6.163302778,106.8649583
Asian | indonesia | cost-1 | Kota Jakarta Pusat,"<a href=""https://www.zomato.com/jakarta/leeloo-siomay-kemayoran?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> LeeLoo Siomay",-6.1555,106.8491667
Asian | bakso | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/baso-lekker-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Baso Lekker",-6.216027778,106.7377167
Asian | bakso | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/bakwan-malang-arema-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakwan Malang Arema",-6.210858333,106.7378306
Asian | bakmi | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/mie-ayam-labu-suyadi-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Ayam Labu Suyadi",-6.1994556,106.7384061
Asian | bakso | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/arema-laock-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Arema Laock",-6.1994556,106.7384061
Asian | indonesia | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/warung-lamongan-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Warung Lamongan",-6.1994556,106.7384061
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/cwie-mie-kaunang-meruya?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Cwie Mie Kaunang",-6.198963889,106.7616278
Asian | bakmi | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/bakmi-naga-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi Naga Resto",-6.194133333,106.7555389
Asian | chinese | cost-2 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/the-harbour-hai-kang-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> The Harbour (Hai Kang)",-6.190594444,106.7518528
Asian | sushi | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/hashi-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Hashi",-6.189152778,106.7380056
Asian | chinese | cost-2 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/teo-chew-palace-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Teo Chew Palace",-6.189044444,106.7383889
Asian | sushi | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/sushi-kiosk-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi! Kiosk",-6.188691667,106.7340917
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/paradise-inn-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Paradise Inn",-6.188611111,106.7340556
Asian | bakmi | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/bakmi-gm-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakmi GM",-6.188563889,106.7339028
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/din-tai-fung-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Din Tai Fung",-6.188519444,106.7339944
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/yen-pao-1-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yen Pao",-6.188402778,106.7337944
Asian | sushi | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/neko-sushi-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Neko Sushi",-6.187979,106.733848
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/mie-dower-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Mie Dower",-6.186569444,106.7551944
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/pinangsia-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> New Pinangsia (Bakmi Ayam Pinangsia)",-6.185833333,106.7538333
Asian | chinese | cost-1 | Kota Jakarta Barat,"<a href=""https://www.zomato.com/jakarta/yen-pao-puri-indah?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yen Pao",-6.183932,106.727277
Asian | bakso | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/bakso-solo-samrat-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Bakso Solo Samrat",-6.164322222,106.9028639
Asian | sushi | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/sushi-box-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Sushi Box",-6.158333333,106.9075
Asian | sushi | cost-2 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/yakoya-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yakoya",-6.158333333,106.902
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/golden-leaf-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Golden Leaf",-6.157362,106.89804
Asian | chinese | cost-1 | Kota Jakarta Utara,"<a href=""https://www.zomato.com/jakarta/yen-pao-1-kelapa-gading?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1"">Link</a> Yen Pao",-6.157333333,106.9091667
